id,accession_no_csv,object_work_type,title_text
72692ebd-9dc1-4ca2-b4a7-ca4c922c4cd8,2014-00360,visas,Travel Visa belonging to Mdm Wong Lai Tuan issued by the Chinese Consul-General in Singapore
5dc35561-6792-4608-bd7e-8f2f651ec2c4,2014-00361,admission tickets,KPM Passenger Ticket belonging to Mdm Wong Lai Tuan for travel on the Tjitjalengka
da22802b-7d64-428b-869b-3cf51a85c1d5,2014-00362,memorandums,Memo from the Food Control Department Singapore addressed to Mdm Wong Lai Tuan
cc386cce-4164-40a4-be7a-8be1af8bc538,2014-00363,clippings (information artifacts) concert programmes,Joan Hammond concert programme and related newspaper cuttings
27458a11-fbb8-446e-bebc-28cdb484d675,2014-00363-001,concert programmes,The Singapore Musical Society presents Joan Hammond Joan Hammond concert programme and related newspaper cuttings
780cb85d-2c36-4acf-919e-82c82698a507,2014-00363-002,clippings (information artifacts),Details about Joan Hammond's concert and her words of encouragement to a young singer Joan Hammond concert programme and related newspaper cuttings
3dfb9be6-b3c8-48dc-af09-c088fafff30f,2014-00363-003,clippings (information artifacts),Details about Joan Hammond before and after her concert in Singapore  Joan Hammond concert programme and related newspaper cuttings
944df0d1-4522-4482-b1a2-d060e6acf1be,2014-00364,clippings (information artifacts) concert programmes,2 Maurice Clare programmes and related newspaper cuttings
978580c1-1ba0-4af7-aafe-4df56ea52787,2014-00364-001,concert programmes,The Singapore Musical Society presents Maurice Clare 2 Maurice Clare programmes and related newspaper cuttings
8058f2b8-e3c0-4422-93f6-56af58cb59ed,2014-00364-002,concert programmes,The Singapore Musical Society presents Maurice Clare 2 Maurice Clare programmes and related newspaper cuttings
1da1ca47-694a-4d83-a322-593cc57d9ff7,2014-00364-003,concert programmes,Goh Soon Tioe presents Maurice Clare 2 Maurice Clare programmes and related newspaper cuttings
e89f8ef8-95f0-491c-b699-ab45a0297168,2014-00364-004,clippings (information artifacts),Details about Maurice Clare's recital in Singapore 2 Maurice Clare programmes and related newspaper cuttings
0575f1d4-298d-47a9-a56b-13c54dcdc88a,2014-00364-005,clippings (information artifacts),Details about Maurice Clare's violin and concert tour 2 Maurice Clare programmes and related newspaper cuttings
77af5f94-d965-429f-b5d8-305f63d7e1c1,2014-00364-006,clippings (information artifacts),Details about Maurice Clare's penchant for touring as a soloist and his violin 2 Maurice Clare programmes and related newspaper cuttings
c0d2416c-3bb6-4087-9399-df94ff5bf396,2014-00364-007,clippings (information artifacts),Details about Maurice Clare's recital in Singapore 2 Maurice Clare programmes and related newspaper cuttings
27beb3a3-bc9c-4aca-8957-2595cb9ea58a,2014-00366,colour photographs,Hindu family in Singapore Photo of a Hindu family in Singapore
76aefd0c-97ba-4480-9407-9caa5fb64d36,2014-00367,programmes (documents) promotional materials,Far East Air Force Boxing Championships and advertisment for Pye radios & radiograms Programme for the Far East Air Force Boxing Championships
c353339c-bfa4-4ed2-a29f-e401f44657f7,2014-00368,letters (correspondence),Arrival of troops in Singapore Welcoming plans for the arrival of troops in Singapore
9d171e3c-41bb-4fc7-8e9f-e407f8653ebf,2014-00499-001,weeklies (publications),The Orient Weekly The Orient Illustrated Weekly (Vol. No. 24)
c90ae684-fbde-40b9-b11e-f57dbe7cb035,2014-00499-002,clippings (information artifacts) pages (components),The Orient Weekly The Flag of Freedom
88cdf1a3-f156-4dbc-b46c-d798c14734c4,2014-00499-003,clippings (information artifacts) articles,The Orient Weekly The Story Of The Indian Independence Movement in East Asia
ef44c1bd-3a35-41ae-bab3-872440a17bf2,2014-00500-001,weeklies (publications),The Orient Weekly The Orient Illustrated Weekly (Vol. X No. 16)
96b868eb-cd78-4734-a0e9-364d0855a87d,2014-00500-002,clippings (information artifacts) pages (components),The Orient Weekly Calcutta works for the I. N. A.
5138dd6b-b153-4c90-baf8-9b85e9678f3a,2014-00500-003,clippings (information artifacts) pages (components),The Orient Weekly Jawaharlal in Ipoh
8ee5ce01-2456-46bc-be7e-fafae6a4da44,2014-00502-001,clippings (information artifacts) pages (components) articles,The Orient The Orient Illustrated Weekly
a8e67dd4-521c-46df-837c-374b2311e012,2014-00502-002,clippings (information artifacts) pages (components),The Orient On the Newsfront
852e5a77-7e77-476b-9a81-d31d3bb8a327,"2014-00502-003 
2014-00502-004",clippings (information artifacts) pages (components),The Orient Jai Hind Calcutta Celebrates Netaji's Birthday
e45188f3-0918-44be-9c39-b882a9cb6a6a,"2014-00502-005
2014-00502-006",clippings (information artifacts) pages (components),The Orient Jai Hind Calcutta Celebrates Netaji's Birthday
7690539e-a56c-4d66-afdb-c5dd9afe7bf2,2014-00503-001,clippings (information artifacts) pages (components),The Orient What Men Are Talking About
5dba9ac2-5528-480a-b6b1-709c19ab683c,2014-00503-002,clippings (information artifacts) pages (components),The Orient India Celebrates Her Independence Day
ef5b067b-8625-4b20-b4ff-c527f4c9fd6a,2014-00504-001,clippings (information artifacts) articles,The Orient The Story of The Indian Independence Movement in East Asia
572c5f75-70bb-4f3b-be35-ae56c15870ab,2014-00504-002,clippings (information artifacts) pages (components),The Orient The Story of The Indian Independence Movement in East Asia
e85c3d7f-05ae-45b0-a60b-83f2f5dfb9fa,2014-00505-001,clippings (information artifacts) pages (components),The Orient The Story of The Indian Independence Movement in East Asia
ea4a5011-c151-482c-a60f-1abe97080e30,2014-00505-002,clippings (information artifacts) articles,The Orient The Story of the Indian Independence Movement in East Asia
200d38e4-41ac-4c56-9758-f072fb916e89,2014-00506-001,clippings (information artifacts) articles,The Orient Heroes and Heroines of I. N. A.
a04c9537-ac42-4748-9040-4e3a77cb619a,2014-00506-002,clippings (information artifacts) pages (components),The Orient The Orient I. N. A. Fund
d61fe884-ddbe-4222-b309-6d5ad1135c75,2014-00507,clippings (information artifacts) pages (components),The Orient Shah Nawaz in Netaji's Room
533f5a1e-bf7d-499d-b382-62493bbe3bfb,2014-00508-001,clippings (information artifacts) articles,The Orient The Story of The Indian Independence Movement in East Asia
a8f9897f-2af0-4c5c-8223-e43c33669022,2014-00508-002,clippings (information artifacts) pages (components),The Orient Photo News of Many Interests
607a7cd7-3419-4af1-8a47-2db883a11660,2014-00509-001,clippings (information artifacts) pages (components),The Orient Brave Sons of Hind! The Only Thing You Lacked Was Arms!
25368ced-c0f8-494a-812a-a1c83745a1d5,2014-00509-002,clippings (information artifacts) pages (components),The Orient Brave Sons of Hind! The Only Thing You Lacked Was Arms!
4416a51b-85a7-433c-b164-3c496168ea65,2014-00510,clippings (information artifacts) speeches (documents),The Orient Netaji's Speeches and Statements
9dd81088-5ae4-4ba2-881b-d105326c805a,2014-00511,clippings (information artifacts) pages (components),The Orient Our Humble Homage
a1081b93-185d-4669-82b6-90675d99ca52,2014-00512-001,clippings (information artifacts) articles,The Orient The Story of the Indian Independence Movement
b475d226-c010-4b0f-9b76-840604fd55c5,2014-00512-002,clippings (information artifacts) pages (components),The Orient From Here and There - Evolution of Radio
fc4c7655-a2f8-4dce-b176-3b50970e25f2,2014-00899,promotional materials posters programmes (documents) invitations postcards booklets envelopes,"Collaterals for Singapore Writers Festival Dec 1 - 9, 2007 Collaterals for Singapore Writers Festival"
60869088-2e90-4b66-9d79-2c5628d3a530,2014-00900,posters,2 promotional posters for Ffurious Promotional poster for Ffurious (2)
a0c07a37-0bbd-4c3d-80a7-0e7386358a22,2014-00901,posters,Photography Exhibition Poster for Photography Exhibition
bb834d09-b895-46c0-a937-ece4b472271c,2014-00902,posters covers (closure) cases (containers),"Poster and cd cover for Shorts, a Royston Tan film compilation"
c3033531-304c-4153-9d6f-1abafb6f6191,2014-00903,brochures,"0104, a compilation of Royston Tan's films Brochure, 0104, a compilation of Royston Tan's films"
acc2d4e8-5d41-482a-90cb-5f6bdc646f4f,2014-00904,posters fliers (printed matter),Aka a Capella: Intelligent Sounds for a Discerning Generation (7) Posters and flyers for Aka a Capella: Intelligent Sounds for a Discerning Generation (7)
a54327ec-0d63-4c64-a32a-bdafa7f3fef2,2014-00905,brochures,Program brochure for Digital Homelands
46361353-9fb8-443d-886e-18b0c2697950,2014-00906,invitations,Affordable Art Fair (2) Invite cards for Affordable Art Fair (2)
b8bddc8e-e5ac-4b8e-a9df-b0f895828159,2014-00907,brochures,"Presentense, an interactive installation Brochure for Presentense, an interactive installation"
a20165f6-9f46-4ff6-8eba-1e144c224493,2014-00908,posters,Singapore International Film Festival 2008 Poster for Singapore International Film Festival
aa1a95ed-63b5-479d-b83c-460e4c058804,2014-00909,brochures cards (information artifacts) invitations artists' books (books) posters,Collaterals for performances by Theatreworks Brochures and cards for performances by Theatreworks (20)
4cd3975b-6b03-4cb7-b363-4dbbe8b78a0a,2014-00909-001,brochures,Geisha by TheatreWorks (2006) Brochures and cards for performances by Theatreworks (20) - Geisha brochure (1/2)
a02fa1f2-7e1a-425f-b056-c08ee773dc06,2014-00909-002,brochures,Geisha by TheatreWorks (2006) Brochures and cards for performances by Theatreworks (20) - Geisha brochure (2/2)
6af075cd-84b9-42f8-b742-3aa92285958a,2014-00909-003,brochures,Diaspora by TheatreWorks (2006) Brochures and cards for performances by Theatreworks (20) - Dispora brochures
80f164ed-242f-4e37-b906-40c1a036c1f3,2014-00909-004,invitations,Invitation card to the opening of 72-13 Brochures and cards for performances by Theatreworks (20) - 72-13 invite (emboss)
abb98fa0-9fbb-45a7-ac04-9411bc77aaea,2014-00909-005,brochures,A Wonderful Weekend by TheatreWorks (2007) Brochures and cards for performances by Theatreworks (20) - 72-13 (a wonderful weekend)
58ea9ae7-5355-47e4-a2f6-f51aa7df8621,2014-00909-006,artists' books (books),Play on Earth by TheatreWorks (2006) Brochures and cards for performances by Theatreworks (20) - Play on earth book
f91a0c30-de23-409d-bd4a-9cd4a6be1348,2014-00909-007,brochures,Play on Earth by TheatreWorks (2006) Brochures and cards for performances by Theatreworks (20) - Play on earth brochure
65a807ac-afb6-4f6d-a5f0-973e23f46d0a,2014-00909-008,brochures,"120 by TheatreWorks (2007) Brochures and cards for performances by Theatreworks (20) - 12, a new production by theatreworks"
021a8a61-8ea5-4d09-b33e-6081bf18bcb8,2014-00909-009,brochures,Flying Circus Project 2007: Travelogue by TheatreWorks (2007) Brochures and cards for performances by Theatreworks (20) - Flying circus project (2007)
34f61f5d-d9b8-4aad-bffc-3c0314d4e3cf,2014-00909-010,brochures,72-13 (01) Brochures and cards for performances by Theatreworks (20) - 72-13 (1/9)
151ffebd-f37e-4f1f-ab9c-aae1c3b095b1,2014-00909-011,brochures,72-13 (02) Brochures and cards for performances by Theatreworks (20) - 72-13 (2/9)
be39a6bb-9a10-4eb2-9a31-a73469c41a84,2014-00909-012,brochures,72-13 (03) Brochures and cards for performances by Theatreworks (20) - 72-13 (3/9)
adf897fa-17d2-4256-a607-611be2b75785,2014-00909-013,brochures,72-13 (04) Brochures and cards for performances by Theatreworks (20) - 72-13 (4/9)
2e62967f-86c7-4dda-80bc-8b54e7dce450,2014-00909-014,brochures,72-13 (05) Brochures and cards for performances by Theatreworks (20) - 72-13 (5/9)
a390e862-4955-4019-896e-ba749155c80f,2014-00909-015,brochures,72-13 (06) Brochures and cards for performances by Theatreworks (20) - 72-13 (6/9)
334feedf-7732-4bc6-b4c3-a5503b554d89,2014-00909-016,brochures,72-13 (07) Brochures and cards for performances by Theatreworks (20) - 72-13 (7/9)
6dab2a65-74af-468b-ac2e-465430a69a14,2014-00909-017,brochures,72-13 (08) Brochures and cards for performances by Theatreworks (20) - 72-13 (8/9)
4c995e63-3d1a-4fb7-8561-32718f71e092,2014-00909-018,brochures,72-13 (09) Brochures and cards for performances by Theatreworks (20) - 72-13 (9/9)
0dc9ae24-da84-400c-a447-add092cace7e,2014-00909-019,posters,"72-13, Singapore Creative Arts Nucleus (SCAN), and International Centre of Asian Asrts (ICAA) Brochures and cards for performances by Theatreworks (20) - Poster"
e9ba8661-f702-4990-8969-5c416d0dba0f,2014-00909-020,posters,"72-13, Singapore Creative Arts Nucleus (SCAN), and International Centre of Asian Asrts (ICAA) Brochures and cards for performances by Theatreworks (20) - Poster"
ae30065a-3071-446d-b428-6cd37a921899,2014-00910,books,Peachblossom Media Activity book for Peachblossom Media
bfab0083-7d75-4c6a-b88a-4cbbd6078a39,2014-00911,fliers (printed matter),"Southeast Asian Digital Cinema, hosted by Asian FIlm Archives Flyer for South Asian Digital Cinema, hosted by Asian Film Archives"
c66e8243-fe7c-4062-a1aa-dd8d320d19ee,2014-00912,brochures,"Pens and Pixels by Singpaore Illustrators, as presented by DesignSingapore Council Brochures for the Design Council (6)"
5422dd59-7d47-4810-93d6-fd304b26cbf8,2014-00913,brochures,Video Performance hosted by Singapore Art Museum Brochure for Video Performance hosted by Singapore Art Museum
dfa3e3aa-edeb-4b8a-be44-1fa37c8c2a37,2014-00914,invitations,Performance by the Padres Invite card for a performance by the Padres
4a755379-f331-46c4-ad84-950e05126836,2014-00915,invitations,"Freak scene, a music performance Invite card for Freak scene, a music performance"
f1c382b1-62ce-4df8-99bd-6dd4be42dbee,2014-00916,magazines (periodicals),Big O covers (3)
fd0a1288-4993-4bb4-93fe-0ad0460f6e17,2014-00916-001,magazines (periodicals),Big O Countdown to #200 Big O covers (3)
dd6c2a4d-25f0-45d1-99d1-6814147ede0e,2014-00916-002,magazines (periodicals),$peechle$$ Corner by fFurious Big O covers (3)
77860f68-a60a-4a35-85ec-b77c4ecd8048,2014-00916-003,magazines (periodicals),Farefurious Big O covers (3)
e439b5ff-a924-4637-9bee-7f8fca68bfc6,2014-01245,black-and-white photographs gelatin silver prints,Untitled by Chow Chee Seng
4bf371da-ed4f-4421-975d-4b2cdf9d1566,2014-01246,black-and-white photographs gelatin silver prints,Untitled by Chow Chee Seng
2d8394ee-463a-49a0-8232-ba428901042a,2015-00004,documents (object genre),National Service Call-Up Notice
711b997d-787f-4622-896e-aab06d5a051b,2015-00187,folk costume,Red full length cheongsam with sequinned motif of phoenix
0421b9f5-809c-4408-baec-27337639c11f,2015-00519,bedspreads,Hand Embroidered Bedspread
f838ba97-3e21-407d-9733-2f4ef29e443d,2015-00520,saris (garments),Sari
d44438c2-7022-40d8-a00f-4e3b423d9439,2015-00521,saris (garments),Sari
e2f57217-2a1b-4ef2-9bf2-931c5a3a2958,2015-00522,saris (garments),Sari
9c1474b3-e5fb-49a6-b187-9ac5e1c515b4,2015-00523,saris (garments),Sari
825674c9-b96e-4b96-ab83-cadc078f2b3c,2015-00524,saris (garments),Sari
429d6a62-fa70-468e-be6e-7f76736a72e1,2015-00525,saris (garments),Sari
cad60cdb-f73d-475a-9967-30be0909bb6d,2015-00526,saris (garments),Sari
4ec89071-2bf7-4f23-8745-c9bcb13de6fc,2015-00527,saris (garments),Sari
476f54d2-8d88-4b84-9561-5ddddef583f7,2015-00528,pins (jewellery),Turban Pin
b3d48ddc-47a3-4f26-acc6-a5818cf5a114,2015-00538,leaves (plant components),A Set of Palm Leaf Manuscripts A Pair of Palm Leaf Manuscripts
4eec73b9-91d9-46fe-abeb-1b7ccddb6776,2015-00539,marriage certificates,Marriage certificate
cb55e4b1-994a-440b-9a33-8568d74f0630,2015-00542,invitations,Wedding Invitation of Radha and Dr Bhaskaran
c3c9b10d-4bae-4b56-a9f1-afd60441430c,2015-00543,newspapers,Tamil Murasu
0704739f-fdd8-4c00-a698-023d45188ee1,2015-00544,newspapers,Tamil Murasu
72d904eb-8ceb-4184-8d33-56abbbba9cba,2015-00545,newspapers,Tamil Murasu - Tamilar Thirunaal Sirappu Ithal
58f62dca-341c-4111-a60f-88b02a810a1e,2015-00546,newspapers,Tamil Murasu Tamilar Thirunaal Sirappu Ithal
e8ae5f63-e2d3-428d-8e46-0117531a9850,2015-00547,newspapers,Thesiya Thuthan - Malayan Tamil Paper
bfb1f995-2d53-4c31-9572-33d2af39f036,2015-00548,posters,Poster for Bukit Merah Tamilar Thirunaal
531a472e-5027-463b-be9e-da978cbc7b24,2015-00549,posters,Thanthai Periyar Nooraandu Vizha
e7a62df7-2ff2-4990-9763-6a7317a3362c,2015-00551,invitations,Invitation issued to K Govindasamy to attend a public meeting by Tamilar Sirthiruthar Sangam
422e593d-3c12-48bd-b786-6e9a37bfd1e5,2015-00553,booklets,Kuala Lumpur Tamilar Thirunaal
4f3b5758-b1fb-4c40-bf41-fc04dc971bfa,2015-00554,cards (information artefacts),14th year anniversary rally for the late Mr G Sarangapany
